,dummy_column
NS_BowelBag<6800,0
NS_Bowelbag,0
NS_Control,0
NS_D62.51_ex3,0
NS_Darm_exPTV1,0
NS_Densiteit,0
NS_Fiducial1,0
NS_Fiducial2,0
NS_Fiducial3,0
NS_Fiducial4,0
NS_GTV_Crop_rect,0
NS_Hulp,0
NS_Hulp<95%P1,0
NS_Hulp>107%P1,0
NS_Hulp>107%P2,0
NS_Metalen Heup,0
NS_PTV2-Bl,0
NS_PTV70_05 mm,0
NS_Prothese_ex3,0
NS_Ring,0
NS_Ring1,0
NS_Scatter,0
NS_Sigmoid_inPTV,0
NS_bowelbag,0
NS_densiteit,0
NS_dunne darm,0
NS_gaten_D62.51,0
NS_hulp,0
NS_hulp1,0
NS_hulp2,0
NS_hulp3,0
NS_hulp62.51Gy,0
NS_hulp62.51_ex3,0
NS_hulp<95%P1,0
NS_hulp>107%P1,0
NS_hulp>107%P2,0
NS_hulpPTV2,0
NS_hulpctv,0
NS_lucht,0
NS_sigmoid,0
New,0
New MUP PTVA,0
NewCTV,0
Nodal CTV,0
Nodal PTV,0
Node + 5mm,0
Nodes,0
Nodes CTV,0
Nodes Edited,0
Nodes PTV,0
Nodes sv,0
Nodes.,0
Nodes1,0
Nodes2,0
OAR,0
OPT Avoid 0.5cm,0
OPT Avoid 1cm,0
OPT BOOST,0
OPT BST PTV,0
OPT BST PTV2,0
OPT Bladd v2,0
OPT Bowel,0
OPT Bowel&PTVA,0
OPT Bst PTV3,0
OPT Bst PTV66,0
OPT Bst PTVA,0
OPT Bst PTVA90,0
OPT Bst PTVB,0
OPT Bst PTVN,0
OPT Dose limit,0
OPT Hernia+1cm,0
OPT Lt Hip,0
OPT PTV66,0
OPT PTVA,0
OPT PTVA BST,0
OPT PTVA sw,0
OPT PTVN Bst3,0
OPT Rect&PTVA,0
OPT Rect&PTVB,0
OPT Rt Hip,0
OPT Water,0
OPT boost2,0
OPT limit 2,0
OPT limit2,0
OPT limit3,0
OPT-PTVA2,0
OPTPTVA3mm,0
OPTPTVB3mm,0
OPT_60GY,0
OPT_64% - Bowel,0
OPT_95% Spillage,0
OPT_95Gy_CTRL,0
OPT_95_CTRL,0
OPT_95_Control,0
OPT_Artefact,0
OPT_Artifact,0
OPT_BLADDER,0
OPT_BLADDERPTVN,0
OPT_BOWEL,0
OPT_BOWEL_PTVA,0
OPT_Blad4,0
OPT_Bladder,0
OPT_Bowel,0
OPT_Bowel + PTVA,0
OPT_Bowel PTVA,0
OPT_Bowel PTVB,0
OPT_Bowel in PTV,0
OPT_Bowel nd,0
OPT_Bowel&PTVA,0
OPT_Bowel&PTVB,0
OPT_Bowel+65gy,0
OPT_Bowel4,0
OPT_Dose 80[%],0
OPT_HOTSpillage,0
OPT_Hernia,0
OPT_Hip Repl.,0
OPT_Hot Spot,0
OPT_Hot Spot1,0
OPT_Hot Spot2,0
OPT_HotSpill,0
OPT_HotSpot,0
OPT_Hotpsot,0
OPT_Hotspillage,0
OPT_NBst,0
OPT_Node Boost,0
OPT_PTV,0
OPT_PTV -95%,0
OPT_PTV 74,0
OPT_PTV A,0
OPT_PTV A1,0
OPT_PTV B,0
OPT_PTV B1,0
OPT_PTV BST,0
OPT_PTV Bowel,0
OPT_PTV Hot,0
OPT_PTV Rectum,0
OPT_PTV66,0
OPT_PTV66.6,0
OPT_PTV66Bst,0
OPT_PTV80,0
OPT_PTVA,0
OPT_PTVA & OARs,0
OPT_PTVA - 90%,0
OPT_PTVA - 95%,0
OPT_PTVA - RBnd,0
OPT_PTVA 80,0
OPT_PTVA 90,0
OPT_PTVA BOWEL,0
OPT_PTVA BST,0
OPT_PTVA Bladder,0
OPT_PTVA Boost,0
OPT_PTVA Bowel,0
OPT_PTVA BowlRec,0
OPT_PTVA Bst,0
OPT_PTVA RECTUM,0
OPT_PTVA Rect,0
OPT_PTVA Rectum,0
OPT_PTVA boost,0
OPT_PTVA bst,0
OPT_PTVA&Rect,0
OPT_PTVA+BOWEL,0
OPT_PTVA+Bowel,0
OPT_PTVA4,0
OPT_PTVABst,0
OPT_PTVABst1A,0
OPT_PTVARing,0
OPT_PTVARingBst,0
OPT_PTVA_BST,0
OPT_PTVA_BST2,0
OPT_PTVA_BST3,0
OPT_PTVA_Boost,0
OPT_PTVA_Bst,0
OPT_PTVA_CONTROL,0
OPT_PTVA_RING,0
OPT_PTVA_Ring,0
OPT_PTVA_Ring nd,0
OPT_PTVAch,0
OPT_PTVB,0
OPT_PTVB & OARs,0
OPT_PTVB + node,0
OPT_PTVB - RBnd,0
OPT_PTVB BOWEL,0
OPT_PTVB Bow,0
OPT_PTVB Bowel,0
OPT_PTVB BowlRec,0
OPT_PTVB RECTUM,0
OPT_PTVB Rect,0
OPT_PTVB Rectum,0
OPT_PTVB hot,0
OPT_PTVB nd,0
OPT_PTVB&Rect,0
OPT_PTVB+BOWEL,0
OPT_PTVB1,0
OPT_PTVB2,0
OPT_PTVB4,0
OPT_PTVBBst,0
OPT_PTVB_BST,0
OPT_PTVB_CONTROL,0
OPT_PTVB_CTRL,0
OPT_PTVB_Con,0
OPT_PTVBspillage,0
OPT_PTVBst,0
OPT_PTVN,0
OPT_PTVN - 64%,0
OPT_PTVN - 72%,0
OPT_PTVN - 77.7%,0
OPT_PTVN - 81%,0
OPT_PTVN BOOST,0
OPT_PTVN BST,0
OPT_PTVN Boost,0
OPT_PTVN Bowel,0
OPT_PTVN Bst,0
OPT_PTVN N BST,0
OPT_PTVN NODE,0
OPT_PTVN NodeBst,0
OPT_PTVN Rectum,0
OPT_PTVN boost,0
OPT_PTVN bst,0
OPT_PTVNBst,0
OPT_PTVNBstKC,0
OPT_PTVNODE,0
OPT_PTVN_BST,0
OPT_PTVN_BST2,0
OPT_PTVN_Boost,0
OPT_PTVN_Bst,0
OPT_PTVN_CONTROL,0
OPT_PTVN_CTRL2,0
OPT_PTVNode,0
OPT_PTVNode BST,0
OPT_PTV_Control,0
OPT_PTVn BST,0
OPT_PinPRV,0
OPT_RECTUM,0
OPT_Rect in PTVA,0
OPT_Rect in PTVB,0
OPT_Rect4,0
OPT_RectPTVA,0
OPT_RectPTVB,0
OPT_Rectum,0
OPT_Rectum nd,0
OPT_Rectum+PTVA,0
OPT_WATER,0
OPT_Water,0
OPT__PTVA - 90%,0
OPT_bowel PTV80,0
OPT_overlap 59.2,0
OPT_overlap6cc,0
OPT_water,0
OPY_PTVA1,0
OR Bulbus,0
ORIGIN,0
OS-Kopf L,0
OS-Kopf R,0
OS-Kopf+Hals L,0
OS-Kopf+Hals R,0
OTP PTVA RING,0
OTP PTVB,0
OTP_Rectspare,0
OTP_Water,0
OV-VESSIE-2,0
Opt_Bowel,0
Opt_Bowel in PTV,0
Opt_PTVA - 90%,0
Opt_PTVA_RING 66,0
Opt_PTVA_Ring,0
Opt_PTVB,0
Opt_PTVB 74gy,0
Opt_PTVN - 64%,0
Opt_PTVN - 72%,0
Opt_PTVN bst,0
Opt_PTVSV - 80%,0
Opt_PTVSV 59.2gy,0
Opt_bowel 64%,0
Organ,0
Orig MARKUP_PTVA,0
Orig OPT_PTVA,0
Orig OPT_Rectum,0
Orig PTVA_Ring,0
Origin,0
Original PTVA,0
Original PTVB,0
Original Prostat,0
Ovary L,0
Ovary R,0
P E VS,0
P+SB,0
P+SB ab 50Gy,0
P+SB bis 50Gy,0
P+SB_1,0
P+V,0
P+v,0
P+vs,0
P-Loge,0
P-loge,0
P-loge Boost,0
P.loge,0
P.loge Boost,0
P.loge integr Boost,0
P.loge integr Boost_1,0
P.loge_neu,0
PAtient,0
PD,0
PELVI_noN+_PROS,0
PET post LKs,0
PLO_In_Vivo_PT,0
POI_1,0
POI_2,0
POI_3,0
PR & SV PTV,0
PR SV Opt,0
PROSTATE,0
PROTESI SX,0
PRO_In_Vivo_PT,0
PRV  MIDOLLO CAU,0
PRV Beacons,0
PRV CAUDA,0
PRV CORD,0
PRV MID CAUDA,0
PRV MIDOLLO CAUD,0
PRV URETERE DX,0
PRV URETERE SX,0
PRV_SpinCanal,0
PRV_Transpl_Nier,0
PTGGTVintRetto,0
PTV,0
PTV  CTV VS,0
PTV  DIL,0
PTV  GTV,0
PTV  N 70,0
PTV  P,0
PTV  PROSTATA,0
PTV  RECIDIVA,0
PTV  VS,0
PTV +0.7,0
PTV +5mm,0
PTV +7mm,0
PTV 1,0
PTV 1 Pelvis,0
PTV 1 cover,0
PTV 2,0
PTV 2 LOGE,0
PTV 2 P+VS,0
PTV 24 Gy.,0
PTV 28fz,0
PTV 3 P,0
PTV 3 prostate,0
PTV 4,0
PTV 45,0
PTV 45 Eval,0
PTV 45 Opt,0
PTV 45 Total,0
PTV 45 opt,0
PTV 45 ovlp,0
PTV 50,0
PTV 50 Gy.,0
PTV 50 exp,0
PTV 52.8,0
PTV 52.8 crop,0
PTV 55.5,0
PTV 56,0
PTV 56 crop,0
PTV 56-PTV77_05,0
PTV 59.4 Eval,0
PTV 59.4 Opt,0
PTV 66,0
PTV 66 exp,0
PTV 66+7 mm,0
PTV 66+7mm,0
PTV 66.6_ring,0
"PTV 68,4",0
PTV 70,0
PTV 70+5 mm,0
PTV 70+7 mm,0
PTV 70.2,0
PTV 7020 opt,0
PTV 7020 ovlp,0
PTV 70Gy,0
PTV 74,0
PTV 74+7 mm,0
PTV 76 Gy F.,0
PTV 77,0
PTV 77+5mm,0
PTV 77+7 mm,0
PTV 77+7mm,0
PTV 77Gy*,0
PTV 77_05,0
PTV 81,0
PTV 81 Eval,0
PTV A,0
PTV B,0
PTV BED,0
PTV BOOST,0
PTV BST 71.6Gy,0
PTV Becken,0
PTV Boost,0
PTV CD,0
PTV CD Opt,0
PTV CD_ opt,0
PTV CD_ovlp,0
PTV CTV,0
PTV CTV N,0
PTV CTV N +,0
PTV CTV N exp,0
PTV CTV Nesp,0
PTV CTV Nexp,0
PTV CTV P,0
PTV CTV P VS,0
PTV CTV P exp,0
PTV CTV P+VS,0
PTV CTV VS,0
PTV CTV VS EXP,0
PTV CTV VS esp,0
PTV CTV VS exp,0
PTV CTV VSesp,0
PTV CTV VSexp,0
PTV CTV esp,0
PTV CTV exp,0
PTV CTV p+VS exp,0
PTV CTV+,0
PTV CTVesp,0
PTV F.,0
PTV GTV,0
PTV GTV 1,0
PTV GTV EXP,0
PTV GTV P VS,0
PTV GTV VSesp,0
PTV GTV exp,0
PTV GTV_exp,0
PTV GTVesp,0
PTV GTVesp2,0
PTV GTVexp,0
PTV HAUT,0
PTV Klieren 66Gy,0
PTV LK,0
PTV LK klein,0
PTV LNF +,0
PTV LOGGIA,0
PTV LOGGIA BOOST,0
PTV LOGGIA PROST,0
PTV Loge,0
PTV N,0
PTV N PET +,0
PTV N exp,0
PTV N exp up,0
PTV N opt,0
PTV N ovlp,0
PTV N+,0
PTV N+ PET,0
PTV NODE BST,0
PTV N_exp,0
PTV Nesp,0
PTV Nexp,0
PTV OPT,0
PTV Opt,0
PTV P,0
PTV P+SB,0
PTV P+VS,0
PTV P+VS -1,0
PTV P+VS -1 exp,0
PTV P+VS exp,0
PTV P-Loge,0
PTV P-rettoevesc,0
PTV PELVI,0
PTV PELVIOUT,0
PTV PELVIS,0
PTV PET post LKs,0
PTV PR SV opt,0
PTV PR SV ovlp,0
PTV PR+SV,0
PTV PROSTATA,0
PTV PROSTATA + V,0
PTV PRSV,0
PTV Pelvis,0
PTV Pelvis crop,0
PTV Ploge,0
PTV Prostaat,0
PTV Prostaat 7mm,0
PTV Prostaat 8mm,0
PTV Prostaat+ZB,0
PTV Prostaatloge,0
PTV Prostata,0
PTV Prostataloge,0
PTV Prostate,0
PTV Prostloge,0
PTV Prostrest+zb,0
PTV RECIDIVA,0
PTV Ring,0
PTV Ring_K,0
PTV SCOPE,0
PTV TERZO PROSS,0
PTV TOT,0
PTV TOTexp,0
PTV Totaal,0
PTV Total,0
PTV VESC OUT,0
PTV VESCICOLE,0
PTV VESCICOLE_,0
PTV VS,0
PTV VS exp,0
PTV VS_exp,0
PTV VSesp,0
PTV VSesp2,0
PTV VSexp,0
PTV ZB,0
PTV ZB 5mm,0
PTV ZB crop,0
PTV Zaadblaas,0
PTV boost,0
PTV boost exp,0
PTV cd opt,0
PTV cd ovlp,0
PTV cover,0
PTV haut,0
PTV klier,0
PTV loge,0
PTV loggia,0
PTV loggia Esp,0
PTV loggia P,0
PTV loggia P exp,0
PTV loggia VS,0
PTV loggia boost rid,0
PTV loggia exp,0
PTV loggia prost,0
PTV loggia small,0
PTV loggiaEsp,0
PTV marge,0
PTV opt,0
PTV opt1,0
PTV opt2,0
PTV ovlp,0
PTV ovlp1,0
PTV ovlp2,0
PTV p+v,0
PTV pelvis,0
PTV prostaat,0
PTV prostaatloge,0
PTV prostata,0
PTV prostata exp,0
PTV prostloge,0
PTV ring,0
PTV tot,0
PTV tot exp,0
PTV totaal,0
PTV vs OUT,0
PTV'GTV,0
PTV+,0
PTV+0.7,0
PTV+1cm,0
PTV-55.8,0
PTV-GTV,0
PTV-GTV exp,0
PTV-GTV exp2,0
PTV-GTVesp,0
PTV-GTVexp,0
PTV-LA,0
PTV-LA-boost,0
PTV-LYMPH,0
PTV-N+,0
PTV-Nesp2,0
PTV-Nexp,0
PTV-SIB,0
PTV-VESSIE,0
PTV-VSexp,0
PTV-loge,0
PTV-n,0
PTV-n-b,0
PTV-n-boost,0
PTV-n-c,0
PTV1,0
PTV1 66,0
PTV1 Boost,0
PTV1 OK,0
PTV1 P+vs,0
PTV1 SEUL,0
PTV1 haut,0
PTV1 opt,0
PTV1 ovlp,0
PTV1 pelvis,0
PTV1 seul,0
PTV1 seul_opt,0
PTV1-2,0
PTV1-2-OAR's,0
PTV1-2-R+A+B,0
PTV1-2-R+A+Bl,0
PTV1-2-RAB,0
PTV1-2-Sigm,0
PTV1-2_-RAB,0
PTV1-2_3,0
PTV1-OAR,0
PTV1-PTV2,0
PTV1-PTV2m,0
PTV1-PTV2m-PTVBm,0
PTV1-PTV3,0
PTV1-R+A+B,0
PTV1-R+A+Bl,0
PTV1-RAB,0
PTV1-loge,0
PTV1/66,0
PTV1_46,0
PTV1_LIM,0
PTV1_ok,0
PTV1b,0
PTV1b-PTV2b-RAB,0
PTV1c-2-RABL,0
PTV1concessie,0
PTV1exp,0
PTV1m,0
PTV1opt,0
PTV1totEXP,0
PTV2,0
PTV2 /70,0
PTV2 70,0
PTV2 LIM,0
PTV2 OK,0
PTV2 P+VS,0
PTV2 excess dose,0
PTV2 opt,0
PTV2 ovlp,0
PTV2+1,0
PTV2+3,0
PTV2+3-R+A+B,0
PTV2-(rct+ ves),0
PTV2-(rct+ves),0
PTV2-3-R+A+B,0
PTV2-3-RAB-65.8G,0
PTV2-PTV3,0
PTV2-R+A+B,0
PTV2-RAB,0
PTV2-dig,0
PTV2-rct,0
PTV2-rct m,0
PTV2-rect,0
PTV2-rect m,0
PTV2-rect-vessie,0
PTV2-rectm,0
PTV2-rectum,0
PTV2/70,0
PTV2_60,0
PTV2b,0
PTV2exp,0
PTV2m2,0
PTV2totEXP,0
PTV3,0
PTV3 P,0
PTV3-PTV2m,0
PTV3_66,0
PTV3_LIM,0
PTV3_LIM_COPY,0
PTV3mmEXP,0
PTV4,0
PTV44,0
PTV45,0
PTV45 opt,0
PTV48-PTV56m,0
PTV48seul,0
PTV50,0
PTV50 exp,0
PTV50+,0
PTV50-PTV60m,0
PTV50.4_PC,0
PTV50exp,0
PTV51,0
PTV54,0
PTV55,0
PTV56,0
PTV56.0_PC_SIB,0
PTV56_CropPTV77_,0
PTV59.4_PC,0
PTV59.4_PC-SIB,0
PTV60,0
PTV60+,0
PTV60-PTV66m,0
PTV60exp,0
PTV64+,0
PTV66,0
PTV66 exp,0
PTV66 inRetto,0
PTV66 nonRetto,0
PTV66+,0
PTV66-PTV70m,0
PTV66.0_PC_Bst,0
PTV66esp,0
PTV66exp,0
PTV6mmEXP,0
PTV70,0
PTV70-PTV66m,0
PTV7020,0
PTV74,0
PTV76.23_PC_SiB,0
PTV77+0.3,0
PTV77-Rectum03,0
PTV77-Rectum_03,0
PTV78esp,0
PTV80,0
PTV90,0
PTVA,0
PTVA 80,0
PTVA 90,0
PTVA PLUS BOWEL,0
PTVA adj 1406201,0
PTVA+Bowel,0
PTVARing-OPTWate,0
PTVA_RING,0
PTVA_Ring,0
PTVA_Ring 66.6gy,0
PTVA_Ring nd,0
PTVA_Ring4,0
PTVB,0
PTVB (Bowel inc),0
PTVB + Node,0
PTVB 74gy,0
PTVB adj 1406201,0
PTVB nd,0
PTVB orig,0
PTVB original,0
PTVB+rectum,0
PTVB4,0
PTVB_Check,0
PTVCTV,0
PTVCTV+,0
PTVCTVNexp,0
PTVCTVSexp,0
PTVCTVVSexp,0
PTVCTVesp,0
PTVCTVexp,0
PTVCTVintRetto,0
PTVCTVopt,0
PTVGTV+,0
PTVGTV+CTVVS,0
PTVGTVCTVVSexp,0
PTVGTVVS,0
PTVGTVVSexp,0
PTVGTVexp,0
PTVGTVintRetto,0
PTVGTVmeno retto,0
PTVGTVnew,0
PTVGTVopt,0
PTVGTVvs meno re,0
PTVGTVvs+,0
PTVGTVvsmeno ret,0
PTVGopt,0
PTVKlieren66Gy1,0
PTVKlieren66Gy2,0
PTVN,0
PTVN BOOST,0
PTVN NODAL BST,0
PTVN exp,0
PTVN nd,0
PTVN sv,0
PTVNODE,0
PTVN_BST,0
PTVNesp,0
PTVNexp,0
PTVNode,0
PTVNopt,0
PTVPexp,0
PTVSV 59.2gy,0
PTVTOT,0
PTVTOTOPT,0
PTVVSexp,0
PTVVSopt,0
PTVVopt,0
PTV_05_5565,0
PTV_05_5600,0
PTV_07_7700,0
PTV_1,0
PTV_10_5556,0
PTV_10_7700,0
PTV_45,0
PTV_5565_only,0
PTV_56-PTV_77_05,0
PTV_70.2,0
PTV_70.2 Eval,0
PTV_7020,0
PTV_77-Rectum_03,0
PTV_7700_03,0
PTV_7700_05,0
PTV_7700_Ring_01,0
PTV_All,0
PTV_All_caudaal_links,0
PTV_All_caudaal_rechts,0
PTV_All_craniaal,0
PTV_All_dosana_20.00_45.00,0
PTV_All_dosana_20.00_48.00,0
PTV_All_opt,0
PTV_CD,0
PTV_COPY,0
PTV_F1,0
PTV_F1exp,0
PTV_F2exp,0
PTV_FASE1,0
PTV_GTV_All,0
PTV_GTV_Lnn1,0
PTV_GTV_Lnn1+2,0
PTV_GTV_Lnn1+3,0
PTV_GTV_Lnn2,0
PTV_GTV_Lnn3,0
PTV_GTV_Lnn4,0
PTV_GTV_Lnn_All,0
PTV_GTV_all,0
PTV_GTV_exp,0
PTV_GTVexp,0
PTV_GTVnsum_5,0
PTV_IN,0
PTV_InRetto,0
PTV_Klier,0
PTV_LN,0
PTV_Lnn,0
PTV_Lnn_caudaal,0
PTV_Lnn_caudaal_li,0
PTV_Lnn_caudaal_re,0
PTV_Lnn_craniaal,0
PTV_Lnn_dosana_10.00_40.00,0
PTV_Lnn_dosana_30.00_45.00,0
PTV_Lnn_dosana_40.00_48.00,0
PTV_Lnn_dosana_52.00_60.00,0
PTV_Lnn_opt,0
PTV_Lnn_opt_dosana_55.00_75.00,0
PTV_Lnn_opt_dosana_60.00_80.00,0
PTV_Lnn_opt_dosana_65.00_75.00,0
PTV_Lnn_skew,0
PTV_NO Retto,0
PTV_NODE BST,0
PTV_N_exp,0
PTV_Nexp,0
PTV_OPT,0
PTV_PROSTATE,0
PTV_Paro-aort,0
PTV_Prostate,0
PTV_Prostate+SV,0
PTV_Ring,0
PTV_SUM,0
PTV_SV,0
PTV_Totaal,0
PTV_Total,0
PTV_VS_GTV,0
PTV_VS_GTV_exp,0
PTV_VSexp,0
PTV_boost,0
PTV_boost_opt,0
PTV_dosana_40.00_50.00,0
PTV_dosana_68.00_70.00,0
PTV_exp1,0
PTV_exp_1.0,0
PTV_exp_1.5,0
PTV_f1,0
PTV_in,0
PTV_meta,0
PTV_nodes,0
PTV_opt,0
PTV_opt_dosana_68.50_70.00,0
PTV_opt_dosana_74.00_77.00,0
PTV_optim_48Gy,0
PTV_optim_80Gy,0
PTV_out,0
PTV_ovlp,0
PTV_prostata_exp,0
PTV_prostate,0
PTV_rim_48Gy,0
PTV_skew,0
PTV_sv,0
PTV_tot_exp,0
PTV_total,0
PTV_vs_exp,0
PTVboost,0
PTVc,0
PTVc-3-R+A+B,0
PTVeVS,0
PTVesp,0
PTVesp inRetto,0
PTVesp-retto,0
PTVesp2,0
PTVexp,0
PTVf1exp,0
PTVf2,0
PTVf2exp,0
PTVf3exp,0
PTVgOpt,0
PTVgg,0
PTVhaut,0
PTVinRetto,0
PTVinVescica,0
PTVloge_cor77Gy,0
PTVloggiaEXP,0
PTVlow,0
PTVmeno retto,0
PTVmenoRetto,0
PTVmetaal,0
PTVn,0
PTVn 51,0
PTVn-PTVp_Rng_05,0
PTVn/51,0
PTVn51,0
PTVn_07_7000,0
PTVn_10_5600,0
PTVn_elec_10,0
PTVopt,0
PTVoverlap59.2,0
PTVp-Rectum_03,0
PTVp1_pros_as,0
PTVp1_pros_as2,0
PTVp1_vs_as,0
PTVp1_vs_as2,0
PTVp_10_7000,0
PTVp_Ring_05,0
PTVprostEXP,0
PTVprostata3mm,0
PTVprostata6mm,0
PTVprostataEXP,0
PTVripian,0
PTVseul,0
PTVt,0
PTVtot,0
PTVtot+,0
PTVtot50+,0
PTVtotEXP,0
PTVtotExp,0
PTVvs,0
PTVvs+,0
PTVvsnew,0
PTVvx,0
PUSH HERE,0
Pancreas,0
Parametrium,0
Patient,0
Patient Outline,0
Pelvic LN,0
Penile Bulb,0
Penile bulb,0
PenileBulb,0
Penis bulbus,0
Perineum,0
Pin,0
Polmone dx,0
Polmone sx,0
Polmone-LT,0
Polmone-RT,0
Polmoni,0
Post_In_Vivo_PT,0
Presacral,0
Prev Prostate,0
Prost cropped,0
Prostata,0
Prostata CT1,0
Prostata MR,0
Prostata MRT,0
Prostata+ 1/3V,0
Prostataloge,0
Prostate,0
Prostate (new),0
Prostate + SV,0
Prostate BED,0
Prostate Bed,0
Prostate CT,0
Prostate PTV,0
Prostate SV,0
Prostate bed,0
Prostate new,0
Prostate+SV,0
"Prostate, interp",0
Prostate1,0
ProstateCD,0
Prostate_DS,0
Prostate_sb,0
Prostatebed,0
Prosthesis,0
Prot,0
ProtF3,0
Prot_Intestino,0
Protez,0
Protezione,0
Prothese,0
Prothese_Li,0
Prothese_Re,0
Prothese_re,0
Pulmon D,0
Pulmon I,0
R FHN,0
R Feam Head,0
R Fem Head,0
R Femoral Head,0
R cup,0
R femoral head,0
R femur,0
R hip prosthesis,0
R hip replacement,0
R prosthesis head,0
R prosthesis shaft,0
R+A,0
R+A+B,0
R+A+B fr18,0
R+A_inPTV1,0
R+A_inPTV1c,0
R+A_inPTV1fr18,0
R+A_inPTV2,0
R+A_inPTVc,0
R+Afr18,0
RAO_In_Vivo_PT,0
RECTO 1,0
RECTO TAC 2,0
RECTOPT2,0
RECTUM,0
RECTUM IN PTVA,0
RECTUM IN PTVB,0
RECTUMOPT,0
RECTUM_IN,0
RETTO,0
RETTO sup,0
RETTOin,0
RFH,0
RHOF,0
RHOF 1,0
RHOF LW,0
RIGHT,0
RIND,0
RING,0
RING 66,0
RING 80 2,0
RING HT,0
ROI_1,0
ROI_10,0
ROI_11,0
ROI_12,0
ROI_13,0
ROI_14,0
ROI_2,0
ROI_3,0
ROI_4,0
ROI_5,0
ROI_6,0
ROI_7,0
ROI_8,0
ROI_9,0
RPO_In_Vivo_PT,0
RT Fem Head,0
R_inPTV2,0
Rails,0
Re Femur,0
Rec-PTV1,0
Rect_exPTV1_3,0
Rect_exPTV1fr18,0
Rect_inPTV1,0
Rectal OL,0
Rectal Opt,0
Rectal Wall,0
Rectal Wall Opt1,0
Rectal Wall opt2,0
Rectal avoid,0
Rectal opt,0
RectalWall,0
Recto,0
Recto  1,0
Recto  tc2,0
Recto 1,0
Recto 2,0
Recto TAC1,0
Recto TC 2,0
Recto TC1,0
Recto TC2,0
Recto TC3,0
Recto inf,0
Recto lleno,0
Recto tac 1,0
Recto tac 2,0
Recto tac2,0
Recto tc 1,0
Recto tc 2,0
Recto tc1,0
Recto tc2,0
Recto vac,0
Recto vacio,0
Recto vacío,0
Rectolleno,0
Rectovacio,0
Rectum,0
Rectum (ant.),0
Rectum (ext.),0
Rectum (int.),0
Rectum (post.),0
Rectum 2,0
Rectum CT,0
Rectum InPTV,0
Rectum Liam,0
Rectum Mark,0
Rectum NOT PTV,0
Rectum NoPTV,0
Rectum OL,0
Rectum Opt,0
Rectum Opt2,0
Rectum Wall,0
Rectum ant bal,0
Rectum avoid1,0
Rectum avoid2,0
Rectum ext bal,0
Rectum fr18,0
Rectum in PTV,0
Rectum inPTV,0
Rectum niet PTV,0
Rectum noPTV,0
Rectum not PTV,0
Rectum opt,0
Rectum opt2,0
Rectum postbal,0
Rectum+AnalCanal,0
Rectum+Bowel,0
Rectum+analcanal,0
Rectum-PTV,0
Rectum-PTV77,0
Rectum-PTV_7700,0
Rectum-PTVp,0
Rectum-exPTV1c,0
Rectum1,0
Rectum2,0
RectumAnalC-PTV,0
RectumAnalCInPTV,0
RectumInPTV,0
RectumInPTV_7700,0
RectumInPTVp,0
RectumNietPTV,0
RectumOutPTV,0
Rectum_OUT,0
Rectum_opt,0
Rectum_opt2,0
Ref Point,0
Reference point,0
Rektum,0
Rektum MRT,0
Rektum dorsal,0
Rektum union,0
Rektum1,0
Rektum2,0
Retto,0
Retto NonPTV66,0
Retto nonPTVesp,0
Retto sup,0
RettoNoPTV,0
RettoNonPTV,0
RettoOPT,0
Right Fem Liam,0
Right prosthetic hip,0
Ring haut,0
Rlat_In_Vivo_PT,0
RrectumAnalCanal,0
Rt Hip,0
Rt head,0
Rt stem,0
SB OL,0
SB OPT,0
SB Opt,0
SB avoid,0
SB union,0
SBinPTV+0.3,0
SBinPTV70+5,0
SBowel Avoid,0
SEEDS,0
SEEDS ARTIFACT,0
SEEDS+3mm,0
SEEDS+MARGIN,0
SIB Klier MR,0
SIB N+ (CT),0
SIGMA,0
SIGMA-COLON,0
SIGMACOLON,0
SIGMOID,0
SKIN,0
SV,0
SV PTV,0
SV expansion,0
