,dummy_column
SVs,0
SVs_sb,0
Sacrum,0
Samenblase,0
Samenblasen,0
Samenbläschen,0
Seed_artifact,0
Seeds,0
Seeds + 3mm,0
Seeds + art,0
Seeds + artifact,0
Seeds +3mm,0
Seeds artifact,0
Seeds+0.3cm,0
Seeds+3MM,0
Seeds+3mm,0
Sem. Vesicle MRT,0
Sem. Vesicles CT,0
Seminal Vesicles,0
Seminal vesicle,0
Sig+SmBow,0
Sig+SmBow inPTV,0
Sig+SmBow noPTV,0
Sigma,0
Sigma-COLON,0
Sigma-Colon,0
Sigma-colon,0
Sigma/Colon,0
Sigma/colon,0
SigmaNoPTV,0
Sigmoid,0
Skin,0
Sm_bowel,0
Small Bowel,0
Small Bowel*,0
Small BowelinPTV,0
Small bowel,0
Small bowel PTV,0
Small bowel inPT,0
Small bowel noPT,0
Small bowel not,0
SmallBowel,0
SmallBowel inPTV,0
SmallBowel noPTV,0
SmallBowelInPTV,0
SmallBowelLoge,0
SmallBowelNotPTV,0
SmallBowelOutPTV,0
SmallBowelPelvis,0
SmallBowelnotPTV,0
Small_Bowell,0
SommaTarget,0
SpinalCanal,0
Spleen,0
Steel charnley Rt hip prosthesis,0
Steel head Lt hip prosthesis,0
Stomach,0
TAFEL_SYN2-3,0
TAFEL_SYN23,0
TATOO,0
TENUE,0
TEP,0
TEP li,0
TEP re,0
TESTICOLO,0
TRASPONDITORI,0
TableOrigin,0
Target,0
TargetF2,0
Targets,0
TatooLaterali,0
Tep,0
Test CTV,0
Testicolo,0
Testis L,0
Testis R,0
Titanium shaft Lt prosthesis,0
Tr.A,0
Tr.B,0
Tr.C,0
URETERE DX,0
URETERE SX,0
URETRA,0
Union,0
Urethra,0
Urethral Bulb,0
V.vacia,0
VESCICA,0
VESCICAin,0
VESSELS,0
VOL,0
VOL-,0
VS,0
VS-pros,0
VS-pros-COLD,0
Vagina,0
Vagina_dist,0
Vagina_prox,0
Vasc,0
Vasc R,0
Vasc. L,0
Vejiga,0
Vejiga llena,0
Vejiga tc 1,0
Vejiga tc 2,0
Vejiga vacia,0
Vejiga vacía,0
Vescica,0
VescicaNoPTV,0
Vesicula D,0
Vesicula I,0
Vesiculas,0
Vessels,0
Vessles.,0
Warm Up,0
Water,0
X_PTVA+BOWEL,0
X_PTVB+BOWEL,0
Z-OV-vessie,0
Z-PTV2-PTV3,0
Z-PTVs,0
Z-Paroi_rect,0
Z-ext-PTVs,0
Z-paroi rectale,0
Z-paroi rectum,0
Z-paroi vessie,0
Z-paroi_vessie,0
Z-rect_post,0
Z-rectum post,0
Z-ring 1,0
Z-ring 2,0
Z-ring-PTV1,0
Z-ring-PTV3,0
Z-ring_pelvis,0
ZB U99%,0
ZV,0
"ZV -50,4Gy",0
ZV Becken,0
"ZV II -56,4Gy",0
ZV Prostataloge,0
ZV Prostataloge bis 60/72,0
ZV integr Boost,0
ZV integr Boost R1,0
"ZV until 50,4",0
ZV2 until 59.4Gy,0
Z_PTV2-3,0
Z_Ring Prostate,0
Z_Ring prostate,0
Z_Vessiepartiel,0
Z_opt,0
Z_opt VS,0
Z_paroi rectale,0
Z_paroi_vessie,0
Z_rectum-PTV,0
Z_ring pelvis,0
Z_vessie-PTV,0
Z_vessie_partiel,0
Zaadje-1 (Au),0
Zaadje-2 (Au),0
Zaadje-3 (Au),0
Zaadje-4 (Au),0
Zaadje-5 (Au),0
aa,0
acqua,0
adenopatia,0
adenopatias,0
anaal kanaal,0
anaalkanaal,0
anal canal,0
analcanal,0
ano,0
ano 1,0
ano IN 75,0
ano IN74,0
ano tc 1,0
ano tc1,0
ano tc2,0
anoIN75.2,0
anoo,0
anoretto,0
ansa,0
anse IN 54,0
anse IN54,0
anse int,0
anse intestinali,0
anseIN54.4,0
ant red,0
anus fr18,0
aria,0
art hip,0
artefact,0
artefatto,0
artifact,0
artificial hip left,0
artificial hip right,0
att,0
avoid,0
b,0
blaas fr18,0
bladder,0
bladder OS,0
bladder Wall,0
bladder avoid,0
bladder avoid 2,0
bladder opt,0
bladder wall,0
bladder-PTV,0
bladder-PTV2,0
bladder-PTV2_COPY,0
bladder-full,0
bladder1 avoid,0
bladder_dosana_68.00_77.00,0
bladderin,0
bladderopt,0
bladderout,0
bod1,0
body,0
body-4rind,0
bone_marrow,0
boolean bowel,0
boolean lb,0
boost,0
boost_gtv_n,0
boost_n,0
boostn,0
bowel,0
bowel  loop,0
bowel LG,0
bowel am,0
bowel corrected,0
bowel in PTVA,0
bowel in PTVN,0
bowel in ptva,0
bowel_in_4000cgy,0
bowelin ptva,0
broche,0
bst 2,0
btv,0
btv_recidive,0
bulbe,0
bulbe_penien,0
bulbe_pénien,0
bulbo,0
bulbo RM,0
bulbo pen,0
bulbo penieno,0
bulbo-PTV,0
bulboIN,0
bulbo_exp,0
cOLON-SIGMA,0
ca,0
canal anal,0
canal anal-ptv1m,0
canal_anal,0
canal_anal3,0
canale anale,0
canale anale_exp,0
canale-PTV,0
canaleanale,0
cauda,0
cauda_equina,0
cauda_equina_dosana_44.00_60.00,0
cav addom IN54,0
cav int IN54.4,0
cavit IN,0
cavita,0
cavita IN54,0
cavita intestina,0
cavita' intestin,0
cavitaIN54.4,0
cavità IN,0
cdopt2,0
cid,0
cig,0
cold,0
cold PTV1,0
colon tc 1,0
colon tc 2,0
colon tc 3,0
colon tc2,0
colon-sigma,0
colon1,0
cont ext,0
cont ext-2,0
corps_caverneux,0
cretes,0
cretes-ptv1m,0
ctv,0
ctv VS,0
ctv modif 13a,0
ctv modif 28a,0
ctv modif 3a,0
ctv n,0
ctv n+0.7,0
ctv n+7,0
ctv n0.7,0
ctv nodes,0
ctv nodes2,0
ctv vx,0
ctv+0.7,0
ctv1,0
ctv1 28a modif,0
ctv1 2a modif,0
ctv2,0
ctv_46,0
ctv_56,0
ctv_70,0
ctv_boost,0
ctv_loge_recid,0
ctv_n,0
ctv_n7,0
ctv_n_7,0
ctv_n_boost,0
ctv_n_pos_5,0
ctv_n_pos_marge,0
ctv_n_whole,0
ctv_vx,0
ctvn,0
ctvn+0.7,0
ctvn1,0
ctvp,0
ctvssloge,0
cuore,0
cup Lt prosthesis,0
cvtn,0
darmen,0
dens 1,0
density_override,0
densità,0
dfhdhdf,0
dig,0
dig + 0.5,0
dig +0.4,0
dig - 3mm,0
dig -ptv1m,0
dig+0.3,0
dig-PTV,0
dig-bid,0
dig-ptv,0
dig-ptv1m,0
dig-ptv51m,0
dig-ptvm,0
dig-ptvm_opt,0
dig-sig,0
digestif,0
digestif-ptv1m,0
dose,0
dose 70,0
dummy,0
dummy pros,0
ernia ing sx,0
ernia1,0
esofago,0
evit1,0
evit2,0
ext,0
ext-ptv1m,0
ext-ptv1m1,0
ext-ptv46m,0
ext-ptv50m,0
ext-ptv51m,0
ext-ptv54m,0
ext-ptv_ok,0
ext-ptvm,0
externe,0
fHL,0
fem ds,0
fem dx,0
fem sx,0
femoral head-L,0
femoral_head_left,0
femoral_head_right,0
femoral_prothese_left,0
femoral_prothese_right,0
femore  sx,0
femore destro,0
femore ds,0
femore dx,0
femore sin,0
femore sinistr,0
femore sinistra,0
femore sinistro,0
femore sn,0
femore sx,0
femoreDS,0
femoreSN,0
femoresx,0
femori ds,0
femori sn,0
fempre dx,0
femur re.,0
femurD,0
femurI,0
femur_lt,0
femur_rt,0
femurkopf li,0
fghhdgh,0
fiducials,0
gaatjes,0
ganglio,0
ganglios,0
gg,0
gh ant,0
gh post,0
ghost,0
ghost 2,0
ghost ant,0
ghost post,0
ghost1,0
ghost3,0
ghost_hot,0
gl,0
grad,0
greffon,0
grele,0
grelle,0
gtv,0
gtv 1,0
gtv 56,0
gtv_70,0
gtv_irm,0
gtv_n,0
gtv_n1,0
gtv_n2,0
gtv_n3,0
gtv_n4,0
gtv_n7,0
gtv_n_5_mm,0
gtv_t_recidive,0
gtvboost,0
gtvn,0
haco,0
haco_2,0
haco_3,0
haco_3_dosana_40.00_50.00,0
haco_dosana_25.00_35.00,0
haco_dosana_35.00_60.00,0
haco_dosana_36.00_60.00,0
haco_dosana_37.00_60.00,0
haco_dosana_40.00_50.00,0
haco_dosana_40.00_55.00,0
haco_dosana_40.00_60.00,0
haco_dosana_40.00_70.00,0
haco_dosana_45.00_60.00,0
help,0
high_dose,0
high_dose_1.5,0
highdose,0
highdose1.0,0
highdose2.0,0
hip prosthesis,0
hot,0
hot spot pelvi,0
hot2,0
hotspot,0
hulp,0
i,0
iMRT_Rind1,0
iMRT_Rind_2cm,0
iMRT_Rind_3cm,0
iliaca_communis,0
iliaca_externa,0
iliaca_interna,0
in cav,0
in retto,0
in vescica,0
instelp,0
instelp2,0
instelpnt,0
instelpunt,0
int,0
intestin,0
intestino,0
intestino IN,0
intestino tc 3,0
intestino tc1,0
intestino tc2,0
intestino-PTV,0
intestino1,0
intestinotac1,0
involved rectum,0
iso,0
iso 1,0
iso 2,0
iso-tatoo,0
iso-ttt,0
isoCT,0
isoFASE1,0
isoFase1,0
isoRTxfase1,0
isocana,0
isocana_old,0
isocentre,0
isovol,0
isovol_CT-sim,0
isovol_NEW,0
isovol_new,0
isovol_old,0
isovol_simulatie,0
kidney_left,0
kidney_right,0
large bowel,0
lb opt,0
leaf fit,0
lecho,0
lecho prostati,0
lecho qx,0
left prosthetic hip,0
li. Samenblase,0
linfocele,0
liver,0
loge,0
loge-ptv,0
loge1,0
loge_66,0
loge_or,0
loge_prostate,0
loge_prostatique,0
loops crop 0.5,0
low,0
lymph nodes,0
lymphocele,0
mARK-UP PTVB,0
mam sx,0
mamm sx,0
mammella dx,0
mammella sin,0
marker 1,0
marker 2,0
marker 3,0
marker 4,0
mdc,0
midollo,0
minictv_vx,0
moelle,0
moelle+10,0
moelle+7,0
moelle10,0
n,0
n_5mm,0
n_mesorectum,0
n_petit,0
ndoute,0
neo_urethra,0
new rind,0
newprostate only,0
no,0
no40,0
no4500,0
no50,0
nodal CTV,0
nodes,0
nodes 2,0
nodes nd,0
nodes original,0
nodes2,0
nv,0
nv ov vessie,0
nv ptv haut,0
nv ptv1seul,0
nv ptv2opt,0
obturator,0
old,0
old CTVN,0
opt boost ptvb,0
opt bowel a,0
opt ptvn bst,0
opt_B in ptva,0
optim_rectum,0
optim_urethra,0
origin,0
origoverlap59.2,0
ov dig,0
ov rect,0
ov rect bid,0
ov rectum,0
ov rectum ptv2,0
ov vess,0
ov vessie,0
ov-dig,0
ov-rct,0
ov-rectum,0
ov-vessie,0
over dig,0
over rect,0
over rectum,0
over v,0
over ves,0
over vess,0
over vess(ptv70),0
over vessie,0
over vessptv2,0
overlap rectum,0
overlap vessie,0
overlap-rectum,0
overlap-vessie,0
overlap_vessie,0
overlaprectum2,0
p+v,0
para_aortisch,0
pareteVescica,0
paroi rectale,0
paroi vesicale,0
patient,0
pelvi,0
pelvi+,0
penile bulb,0
penile_bulb,0
play,0
polm dx,0
polm sx,0
pontage,0
post red,0
post_In_Vivo_PT,0
presacral,0
presacral + node,0
primary_tumor,0
pros-dil,0
pros_vs_marges,0
prost fr18,0
prost+sv,0
prostaat,0
prostata,0
prostata Crop,0
prostate,0
prostate +semina,0
prostate 74gy,0
prostate adpt,0
prostate bed,0
prostate bed CD,0
prostate origina,0
prostate1,0
prostate_1,0
prostate_or,0
prostbed cd 70.2,0
prot,0
prot ant,0
prot ant red,0
prot ant2,0
prot antbis,0
prot med,0
prot mediane,0
prot post,0
prot post 2,0
prot post bis,0
prot post red,0
prot red 2,0
prot red1,0
prot-n,0
prot-n-2,0
prot_ant,0
prot_ant1,0
prot_ant_ok,0
prot_dig1,0
prot_dig2,0
prot_dig3,0
prot_post,0
prot_post1,0
prot_post_ok,0
prota2,0
protec,0
protec 2,0
protec ant,0
protec dig,0
protec med,0
protec mediane,0
protec oge,0
protec post,0
protec-ant,0
protec-post,0
protec2,0
protec_ant,0
protec_ant1,0
protec_post,0
protec_post1,0
protect ant,0
protect post,0
protect-post,0
protect_ant,0
protection,0
protection ant,0
protection post,0
protesi in,0
protesi out,0
protez,0
protezione,0
prothese,0
prothese_right,0
prothese_segmentation,0
protp2,0
prov,0
prv cauda,0
prv protesi,0
prv_reindt,0
prv_reingch,0
pth dt+3cm,0
pth dte,0
pth gch +3cm,0
pth gche,0
ptv,0
ptv 2 opt,0
ptv 46,0
ptv 56,0
ptv VS,0
ptv boost,0
ptv cold,0
ptv ctv,0
ptv ctv n,0
ptv ctv vs,0
ptv haut,0
ptv haut-ptv3m,0
ptv ht optim,0
ptv ht-ptvn,0
ptv n,0
ptv opt,0
ptv vx,0
ptv-rect,0
ptv1,0
ptv1 m,0
ptv1 optim,0
ptv1+ptv56,0
ptv1-2,0
ptv1-nvptv2optm,0
ptv1-ptv2,0
ptv1-ptv2 opt m,0
ptv1-ptv2+ptv3m,0
ptv1-ptv2-ptv56,0
ptv1-ptv2m,0
ptv1-ptv2m-dig,0
ptv1-ptv2m-ptv3m,0
ptv1-ptv2m1,0
ptv1-ptv2m_opt,0
ptv1-ptv2opt-dig,0
ptv1-ptvb,0
ptv1et rect,0
ptv1lim,0
ptv1m,0
ptv1ptv2m,0
ptv1sup,0
ptv1trans,0
ptv2,0
ptv2 +2cm,0
ptv2 loge,0
ptv2 opt,0
ptv2 opt-dig,0
ptv2-ptv3m,0
ptv2-rct,0
ptv2-rect,0
ptv2-rect m,0
ptv2-rect-vess,0
ptv2-rectm,0
ptv2-rectum,0
ptv2-rectum m,0
ptv2_lim,0
ptv2m,0
ptv2opt,0
ptv3,0
ptv3 gg,0
ptv3-ptv2m,0
ptv3m,0
ptv3sup,0
ptv3trans,0
ptv46-ptv1m,0
ptv46-ptv56m,0
ptv46m,0
ptv50-ptv60m,0
ptv51-ptv66m,0
ptv51m,0
ptv54,0
ptv54 seul,0
ptv54-ptv66m,0
ptv54m,0
ptv54op-ptv66opm,0
ptv54opt,0
ptv54optm,0
ptv56-ptv66m,0
ptv56-ptvn,0
ptv56m,0
ptv60-ptv66m,0
ptv60-ptv74m,0
ptv66,0
ptv66-ptv70m,0
ptv66m,0
ptv66opt,0
ptv70,0
ptv70m,0
ptvA aam,0
ptvF1,0
ptvF2,0
ptvGTVexp,0
ptvNexp,0
ptvVSexp,0
ptv_1,0
ptv_2,0
ptv_3,0
ptv_48,0
ptv_56,0
ptv_66,0
ptv_basso,0
ptva,0
ptvb,0
ptvb&rect,0
ptvbedopt,0
ptvgg-ptv1m,0
ptvm,0
ptvn,0
ptvn63,0
push,0
push away,0
push here more,0
push here now,0
r.lleno,0
r.vacio,0
raccolta - ptv,0
raccolta dx,0
rct m,0
rct-bid,0
rct-ptv,0
rct-ptv1m,0
rct-ptvm,0
re. Samenblase,0
rec in new,0
rec marg in,0
recidiva,0
recin,0
recmarg,0
recout,0
rect bis,0
rect ds ptv1,0
rect irr,0
rect m,0
rect op,0
rect wall,0
rect-ptv,0
rect-ptv1m,0
rect-ptv51m,0
rect-ptvm,0
rectal wall,0
rectm,0
recto,0
recto 1,0
recto tc 1,0
recto tc 2,0
recto vacio,0
rectum,0
rectum avoid,0
rectum avoid1,0
rectum avoid2,0
rectum ch,0
rectum check,0
rectum def,0
rectum in PTV,0
rectum in ptva,0
rectum long,0
rectum m,0
rectum mod,0
rectum niet PTV,0
rectum opt,0
rectum optim,0
rectum optim-ptv,0
rectum rectif,0
rectum sup,0
rectum-PTV,0
rectum-PTVm,0
rectum-ptv,0
rectum-ptv1m,0
rectum-ptv2,0
rectum-ptv2m,0
rectum-ptvm,0
rectum1,0
rectum1 avoid,0
rectum2 avoid,0
rectum_ext,0
rectum_ext_dosana_40.00_50.00,0
rectum_herstel,0
rectum_int,0
rectum_lim,0
rectum_optim,0
rectum_segmentation,0
rectumext,0
rectumext_dosana_30.00_50.00,0
rectumint,0
rein_Dt,0
rein_Gch,0
rein_dt,0
rein_gch,0
retto,0
retto IN,0
retto IN 66,0
retto IN 67,0
retto IN 74,0
retto IN II,0
retto IN P,0
retto IN prosta,0
retto IN57.6,0
retto IN67,0
retto IN67.2,0
retto IN70,0
retto IN74,0
retto IN75,0
retto IN78,0
retto In 70,0
retto InBoost,0
retto PTV,0
retto in,0
retto in PTVGTV,0
retto in vescic,0
retto inLoggia,0
retto non PTV,0
retto non PTVGTV,0
retto sup,0
retto sup.,0
retto-PTV,0
retto-PTVtot,0
retto-prostata,0
rettoIN 70,0
rettoIN66,0
rettoIN68.8,0
rettoIN73.5,0
rettoIN75.2,0
rettoIN78,0
rettoInTOT,0
rettoInprostata,0
retto_out,0
rettoint,0
rettosup,0
rim_0.4-1,0
rim_0_20mm,0
rim_0_20mm_dosana_24.00_30.00,0
rim_0_30mm,0
rim_0_30mm_opt,0
rim_1-3,0
rim_20_50mm,0
rim_20_50mm_dosana_18.00_30.00,0
rim_20_50mm_dosana_30.00_60.00,0
rim_20_50mm_dosana_35.00_60.00,0
rim_20_50mm_dosana_40.00_50.00,0
rim_20_50mm_dosana_40.00_60.00,0
rim_20_50mm_dosana_45.00_55.00,0
rim_20_50mm_dosana_50.00_60.00,0
rim_20_50mm_dosana_50.00_70.00,0
rim_20_50mm_dosana_55.00_60.00,0
rim_3-5,0
rim_30_60mm,0
rim_30_60mm_opt,0
rim_48Gy_20_50mm,0
rim_48Gy_20_50mm_dosana_45.00_60.00,0
rim_48Gy_50_70mm,0
rim_48Gy_8_20mm,0
rim_48Gy_8_20mm_dosana_50.00_60.00,0
rim_48Gy_8mm,0
rim_48Gy_8mm_dosana_55.00_60.00,0
rim_48Gy_8mm_dosana_65.00_75.00,0
rim_5-7,0
rim_HD_1.0,0
rim_HD_2.0,0
rim_PTV_0.8,0
rim_PTV_0.8-2,0
rim_PTV_8_20mm,0
rim_PTV_8_20mm_dosana_75.00_80.00,0
rim_PTV_8mm,0
rim_PTV_GTV_Lnn_All_8_20mm,0
rim_PTV_GTV_Lnn_All_8mm,0
rim_PTV_GTV_Lnn_All_8mm_old,0
rim_PTV_GTV_all_8_20mm,0
rim_PTV_GTV_all_8mm,0
ring,0
ring 1 cm,0
ring 10Gy,0
ring 4Gy,0
ring 54,0
ring 54 ht,0
ring 54ht,0
ring 56,0
ring 66,0
ring 70,0
ring 70gy,0
ring 74,0
ring 80,0
ring I,0
ring II,0
ring LOGGIA,0
ring PELVI,0
ring TOT,0
ring boost,0
ring gg,0
ring haut,0
ring ht,0
ring loge,0
ring n,0
ring n-la,0
ring prostata,0
ring ptv1 ht,0
ring ptv1m,0
ring ptv2,0
ring ptvn,0
ring-boost,0
ring-large,0
ring1,0
ring1_ok,0
ring2,0
ring54,0
ring56,0
ring66,0
ring70,0
ring74,0
ring80,0
ringNO,0
ringOK,0
ringP,0
ringP+V,0
ring_boost,0
ring_pelvi,0
ring_prostata,0
ring_rectum,0
ringptv3,0
sb opt,0
scatter,0
scoperto loggia,0
scopertoPROST,0
scopertoVESCICOLE,0
scoperto_pelvi,0
seeds,0
seeds + 3mm,0
seeds + art,0
seeds+0.3mm,0
seeds+3mm,0
segmentation,0
seminal vesicle,0
seminal vesicles,0
sig-ptv1m,0
sigm,0
sigma,0
sigma 2,0
sigma IN 54,0
sigma IN54,0
sigma-PTV,0
sigmaIN54.4,0
sigmaIN68.8,0
sigma_att,0
sigma_exp,0
sigmacolon,0
sigmo,0
sigmoid,0
sigmoide,0
sigmoide-ptv1m,0
sinfisi,0
skin,0
skin_caudaal,0
skin_caudaal_links,0
skin_caudaal_rechts,0
skin_craniaal,0
small bowel,0
small_intestine,0
sommaPTV,0
sphincter,0
spinal_cord,0
ss dos,0
struct,0
structure01,0
sup,0
sur dos,0
sur_50mm,0
sur_50mm_dosana_10.00_30.00,0
sur_50mm_dosana_12.00_30.00,0
sur_50mm_dosana_25.00_60.00,0
sur_50mm_dosana_30.00_50.00,0
sur_50mm_dosana_30.00_60.00,0
sur_50mm_dosana_35.00_40.00,0
sur_50mm_dosana_35.00_60.00,0
sur_50mm_dosana_35.00_70.00,0
sur_50mm_dosana_38.00_50.00,0
sur_50mm_dosana_40.00_50.00,0
sur_50mm_dosana_40.00_60.00,0
sur_50mm_dosana_40.00_80.00,0
sur_50mm_dosana_41.00_60.00,0
sur_60mm,0
sur_70mm,0
surd,0
surdo,0
surdos56,0
surdos70,0
surr,0
symphyse,0
t_recidive,0
targetF2,0
targets,0
temp,0
tenue,0
tenue-PTV,0
tenue_exp,0
tep_n_susp,0
test,0
test PTVN,0
test_CTV-PF 70.2,0
test_CTV_nodes,0
test_Prostate,0
testa femore dx,0
testicolo,0
tete femorale dr,0
tete femorale ga,0
tf DTE,0
tf GCHE,0
tfd,0
tfd1,0
tfdt,0
tfg,0
tfg1,0
tiroide,0
transplantnier,0
uretere destro,0
urethra,0
urethra_dosana_69.00_70.00,0
urethra_new,0
urethra_old,0
urethral_bulb,0
uretraIN,0
v,0
v.llena,0
vaisseaux,0
vasc vet,0
vasi,0
vejiga,0
vejigallena,0
ves m,0
ves-ptv1m,0
vescica,0
vescica OUT,0
vescica OUT 66,0
vescica OUT 78,0
vescica OUT I,0
vescica OUT II,0
vescica OUT70,0
vescica OUT74,0
vescica nel PTV,0
vescica out,0
vescica senzaPTV,0
vescica-PTV,0
vescica-PTVG,0
vescica-PTVtot,0
vescica-prostata,0
vescicaIN66,0
vescicaIN68.8,0
vescicaIN78,0
vescicaINprosta,0
vescicaINtot,0
vescicaOUT,0
vescica_exp,0
vess irr,0
vess m,0
vess-ptv,0
vess-ptv1m,0
vess-ptv51m,0
vessel,0
vessels,0
vessels nd,0
vessels original,0
vessie,0
vessie -ptv1m,0
vessie irra,0
vessie m,0
vessie-PTV,0
vessie-PTVm,0
vessie-ptv,0
vessie-ptv1m,0
vessie-ptv2m,0
vessie-ptvm,0
vessie1,0
vessie60,0
vessieirra-ptvm,0
vessiem,0
vessm,0
vol,0
vol +,0
vol -,0
vol 51.3,0
vol+,0
vol-,0
vol1,0
vol2,0
vol61.2,0
vs,0
vsd,0
vsi,0
vsx,0
vx,0
vx7mm,0
vx_7_mm,0
vx_7mm,0
vx_iliaques,0
xghg,0
y_PTV45,0
y_RECT,0
z PTV1-PTV2,0
z PTV2-rect,0
z paroi rectum,0
z paroie vessie,0
z rectum post,0
z vessiepartiell,0
z_BO,0
zone_caudaal,0
zone_caudaal_links,0
zone_caudaal_rechts,0
zone_craniaal,0
zrim_PTV_8mm,0
zrim_PTV_GTV_Lnn_All_8mm,0
zrim_PTV_GTV_Lnn_All_8mm_old,0
